timestamp,Pressure
490940246,101251.5078125
491100250,101272.8203125
491260253,101248.4765625
491420379,101249.5
491580261,101267.7734375
491740264,101257.6171875
491900268,101254.578125
492060272,101259.65625
492220275,101264.7421875
492380493,101251.546875
492540344,101232.28125
492700469,101233.3046875
492860809,101269.8203125
493020263,101257.6484375
493180358,101250.5546875
493340332,101245.4765625
493500305,101306.3359375
493660339,101274.8984375
493820343,101254.609375
493980346,101259.6953125
494140319,101251.578125
494300415,101251.578125
494460510,101260.71875
494620330,101263.75
494780334,101259.6953125
494940338,101261.7421875
495100341,101242.4765625
495260345,101265.796875
495420349,101271.8984375
495580322,101250.5859375
495740478,101253.625
495900360,101255.671875
496060363,101290.1796875
496220367,101308.421875
496380371,101211.0390625
496540374,101247.5546875
496700378,101257.71875
496860382,101293.2109375
497020385,101213.078125
497180572,101217.140625
497340393,101235.4140625
497500396,101259.7578125
497660369,101284.109375
497820434,101316.5703125
497980560,101268.8984375
498140411,101253.6875
498300415,101255.734375
498460449,101267.9140625
498620635,101246.6015625
498780456,101244.5859375
498940399,101247.6171875
499100463,101247.6171875
499260498,101241.546875
499420501,101266.921875
499580657,101250.6875
499741851,101254.75
499901794,101259.828125
500061798,101239.5390625
500221679,101256.7890625
500382019,101253.7578125
500541412,101272.03125
500701507,101266.953125
500861236,101249.6953125
501021118,101272.03125
501181030,101283.1875
501340942,101263.921875
501501007,101261.90625
501660949,101260.8828125
501820953,101256.828125
501981048,101257.84375
502140869,101269.03125
502300933,101249.7265625
502460723,101277.1171875
502620635,101199.015625
502780578,101202.0546875
502940795,101268.0078125
503100769,101290.34375
503260925,101296.421875
503420562,101245.703125
503580566,101232.5078125
503740570,101295.4296875
503900573,101253.8203125
504060546,101247.75
504220581,101272.1015625
504381713,101273.125
504540557,101259.921875
504700561,101266.03125
504860565,101249.796875
505020568,101266.03125
505180572,101261.96875
505340576,101253.8515625
505500579,101268.0703125
505660552,101272.1328125
505820678,101251.8359375
505980682,101233.5859375
506140594,101225.46875
506300598,101263.0234375
506460601,101276.2265625
506620605,101232.59375
506780609,101286.3828125
506940612,101266.09375
507100616,101250.875
507260833,101255.9609375
507420623,101250.90625
507580596,101255.9921875
507740631,101264.109375
507900634,101266.125
508060699,101243.8125
508220642,101255.0
508380645,101271.234375
508540649,101256.0234375
508700714,101256.0234375
508860656,101274.3046875
509020660,101245.8828125
509180694,101271.265625
509340667,101265.1875
509500762,101280.40625
509660705,101259.1171875
509820678,101242.875
509980651,101284.5
510141021,101264.1953125
510300689,101253.0390625
510460693,101277.3984375
510620697,101269.28125
510780700,101229.703125
510940948,101267.265625
511100708,101254.0625
511260711,101237.828125
511420715,101281.4921875
511580841,101244.953125
511740722,101250.03125
511900726,101196.234375
512060729,101290.6328125
512220733,101179.0
512381042,101222.6328125
512540740,101274.390625
512700744,101274.390625
512860748,101252.078125
513020751,101260.1953125
513180877,101252.078125
513340850,101292.6796875
513500976,101277.4609375
513661132,101243.9609375
513821105,101262.2421875
513980834,101276.4375
514140777,101260.1953125
514300811,101235.8359375
514460906,101277.4609375
514620819,101260.2265625
514780822,101270.359375
514940795,101278.484375
515100799,101270.359375
515260986,101246.0
515420806,101250.0625
515580810,101263.265625
515740814,101277.4609375
515900939,101266.3046875
516060821,101221.640625
516220825,101221.640625
516380798,101248.015625
516540832,101266.3046875
516700836,101249.0390625
516860839,101294.71875
517020843,101277.4609375
517180847,101269.3359375
517340972,101229.7578125
517500854,101272.375
517660858,101260.1953125
517820861,101275.4140625
517980865,101292.6796875
518141113,101244.9765625
518300872,101220.6171875
518460876,101243.9609375
518620880,101260.1953125
518781127,101266.2734375
518940917,101272.375
519100952,101255.1171875
519261016,101253.1015625
519421264,101259.171875
519581390,101258.15625
519741577,101250.03125
519901733,101288.6171875
520060943,101268.3203125
520221099,101253.0703125
520380920,101247.9921875
520540985,101250.03125
520700958,101274.390625
520860931,101258.15625
521020935,101278.453125
521180938,101250.03125
521340942,101274.390625
521500946,101266.2734375
521661071,101249.0078125
521820953,101272.3515625
521980957,101254.09375
522140960,101253.0703125
522300964,101282.515625
522460968,101271.328125
522620971,101264.2265625
522780975,101274.390625
522940979,101183.03125
523101104,101242.90625
523260986,101247.9921875
523420989,101254.0625
523581024,101270.3046875
523741058,101286.5390625
523901184,101270.3046875
524061340,101263.203125
524221008,101250.0078125
